dataset	sample_ID	genes_1	genes_2	breakpoint1	breakpoint2	status	support_split	support_span	filters	source	duplicates	nb_sources
Tembe_2014	SRR1659952	FANCC	EBLN3P	9:95405842	9:37089798	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659952	SSR4	PBX3	X:153798498	9:125897161	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659952	intergenic	AC244107.1	X:154584941	X:154654754	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	EWSR1	ATF1	22:29287134	12:50814280	TP	907	241	PASS	manta		4
Tembe_2014	SRR1659953	TMPRSS2	ETV1	21:41494375	7:13935838	TP	898	306	PASS	manta		4
Tembe_2014	SRR1659953	EWSR1	FLI1	22:29287134	11:128807180	TP	1078	145	PASS	manta		4
Tembe_2014	SRR1659953	ETV6	NTRK3	12:11869969	15:87940753	TP	1243	386	PASS	manta		4
Tembe_2014	SRR1659953	CD74	AL132671.2;ROS1	5:150404680	6:117324415	TP	591	100	PASS	manta		4
Tembe_2014	SRR1659953	HOOK3	RET	8:42968214	10:43116584	TP	872	189	PASS	manta		4
Tembe_2014	SRR1659953	EML4	ALK	2:42301392	2:29223584	TP	905	163	PASS	manta		1
Tembe_2014	SRR1659953	AKAP9	BRAF	7:92003235	7:140787584	TP	1074	293	PASS	manta		4
Tembe_2014	SRR1659953	BRD4	NUTM1	19:15254152	15:34347969	TP	892	264	PASS	manta		4
Tembe_2014	SRR1659953	MT-ND2	AL669831.3;MTND2P28	MT:5454	1:630490	FP	14	0	s0_LowEvidence	manta		1
Tembe_2014	SRR1659953	RER1	SORCS2	1:2393059	4:7530353	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	FBXO44	SIRT3	1:11661776	11:222593	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	FBLIM1	1:43647037	1:15785329	FP	0	6	Imprecise	manta		1
Tembe_2014	SRR1659953	LDLRAP1	intergenic	1:25567977	4:4762654	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	WASF2	intergenic	1:27405610	X:47807355	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ZNF541	EIF3I	19:47528329	1:32231505	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AC103591.1;GIPC2	SSR3	1:78091739	3:156553708	FP	4	0	s0_LowEvidence	manta		1
Tembe_2014	SRR1659953	AP000317.2;MRPS6;SLC5A3	intergenic	21:34097415	1:79079816	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AL359504.1;PRKACB	TXN2	1:84086233	22:36467328	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	PRKACB	TXN2	1:84086557	22:36467451	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	RBMX	KYAT3;RBMXL1	X:136879431	1:88983829	FP	0	0	Imprecise;inNormal;lowSupport	manta		1
Tembe_2014	SRR1659953	ACTG1	C1orf146	17:81510344	1:92228837	FP	0	0	lowSupport;s0_LowEvidence	manta		1
Tembe_2014	SRR1659953	CELSR2	MC2R	1:109275536	18:13883107	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AL357055.1	RPS19	1:113169066	19:41861112	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	GUCY1A1	THEM4	4:155688258	1:151874377	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ADAR	PCNT	1:154582471	21:46443469	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ADAR	ZMIZ1-AS1	1:154582475	10:78974674	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AC008496.2;CMYA5	AL353807.3	5:79777995	1:155646674	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	OTX2-AS1	KIRREL1	14:56904276	1:158097271	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	EI24;FEZ1	intergenic	11:125584242	1:158455833	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	IFI16	SRBD1	1:159010161	2:45451301	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	COPA	11:30278626	1:160289587	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ATG16L1	intergenic	2:233294936	1:163681548	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	VDAC1	ACBD6	5:133972170	1:180436542	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	CR381653.2	intergenic	21:9376545	1:188207440	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	KDM4C;SNRPEP2	SNRPE	9:6748773	1:203865060	FP	3	0	s0_LowEvidence	manta		1
Tembe_2014	SRR1659953	UBALD2	DISC1;TSNAX-DISC1	17:76271160	1:231627219	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AC062031.1	IRF2BP2	2:145919800	1:234605171	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ZNF195	CNST	11:3358766	1:246572960	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	NAB2	intergenic	12:57089754	10:4555680	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ASB13	DMD	10:5639724	X:31863019	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	FRMD4A	PPP5C	10:13679474	19:46389424	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	CISD1	intergenic	10:58287832	2:19826778	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	PDXDC1;PKD1P6	SLC16A9	16:15138817	10:59666158	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	intergenic	2:94790180	22:12797309	FP	27	0	s0_LowEvidence	manta	2:94790180->21:8777615,10:69213564->22:17561014,11:127756743->21:27696864,20:314090->11:15855617,20:30652895->4:49560542,22:11435514->4:49178168,6:104085592->22:11902996,8:43503723->22:11903000,8:43503723->9:64134429	1
Tembe_2014	SRR1659953	NAP1L1	TLL2	12:76053091	10:96412506	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	PRKAR1B	PIK3AP1	7:579256	10:96653659	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AVPI1	CCDC142;MRPL53	10:97686867	2:74472796	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	SLF2	NIPSNAP2	10:100958788	7:55999534	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ATP5MDP1;FTX	ATP5MD	X:74173926	10:103392423	FP	5	0	s0_LowEvidence	manta		1
Tembe_2014	SRR1659953	ENO4;SHTN1	intergenic	10:116893576	3:141007797	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	PDZD8	intergenic	10:117281378	8:64472670	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	PCYOX1	EIF3A	2:70271919	10:119035707	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	IQGAP1	AC010998.1	15:90501154	10:120964885	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AC009690.1;AC009690.2;HEXA	CFAP46	15:72345446	10:132809080	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ZNF195	F11-AS1	11:3358766	4:186291336	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ZNF195	PRELID2	11:3358766	5:145673747	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	TMEM41B	12:91969380	11:9282702	FP	0	6	Imprecise	manta		1
Tembe_2014	SRR1659953	AC097103.2;RBP1	SWAP70	3:139530539	11:9751693	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	SWAP70	BBOX1-AS1	11:9751721	11:27194661	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	NAV2	C9orf78	11:19994569	9:129827782	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ABTB2;AL139174.1	MMADHC	11:34335282	2:149570143	FP	0	0	Imprecise;inNormal;lowSupport	manta		1
Tembe_2014	SRR1659953	AC117440.1	MTCH2	3:137535785	11:47625741	FP	0	0	Imprecise;inNormal;lowSupport	manta		1
Tembe_2014	SRR1659953	AC063949.1	MTCH2	12:92531103	11:47625741	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AP001803.1	GNAS	11:56736362	20:58903531	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	DCT	intergenic	13:94439626	11:61667976	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	FTH1	PDZD2	11:61966261	5:31917771	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	PIEZO1	SLC22A10;SLC22A25	16:88716361	11:63192178	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	NDUFC2;NDUFC2-KCTD14	LARS	11:78068786	5:146176448	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	ANKMY1	11:80139251	2:240522159	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	SLC25A1	intergenic	22:19176064	11:85935722	FP	0	0	Imprecise;lowSupport	manta	22:19175886->11:85935917,22:19175882->7:63932242	1
Tembe_2014	SRR1659953	MOB4	PRSS23	2:197552008	11:86819783	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	FHL2	FAT3	2:105361305	11:92784705	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	POLR2E	AP001889.1;RDX	19:1090087	11:110050016	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ANKMY1	intergenic	2:240522145	11:124459547	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	SLC37A2	19:1851909	11:125088955	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	RALB	intergenic	2:120294676	11:134627141	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	NIPSNAP2	12:720204	7:55999534	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	PIR	LPAR5	X:15397449	12:6633204	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	LRCH3	intergenic	3:197885348	12:7985183	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	DDX55P1	DDX55	12:11513507	12:123618611	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	CCDC66;FAM208A	12:13165450	3:56621000	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	MGST1;SUPT16HP1	SUPT16H	12:16400460	14:21360933	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	LDHBP2	AC010197.2;LDHB	X:76335001	12:21635709	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	SOX5	15:35180450	12:23530792	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	SOX5	intergenic	12:23530821	15:35180397	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AC084824.1;DNM1L	NAP1L1	12:32726580	12:76050617	FP	0	5	Imprecise	manta		1
Tembe_2014	SRR1659953	HLA-B;HLA-C	LRRK2	6:31269996	12:40351643	FP	0	0	HLA;Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	GM2A	12:53081622	5:151268697	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	RPL14P1	AC012519.1;CADPS	12:62965801	3:62779351	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ATG14	E2F7	14:55366642	12:77055313	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	LPIN1	intergenic	2:11784290	12:91707928	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	LINC01619	NUP88;RABEP1	12:92021018	17:5385450	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	RBM46	12:106348974	4:154812716	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	HIP1R	CSGALNACT1	12:122862447	8:19516907	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	MFSD12	intergenic	19:3538650	12:123455343	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	MFSD12	12:124736652	19:3538650	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	TMEM132D	AC110285.1	12:129722894	17:81378231	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	SLC1A4	CRYL1	2:65022568	13:20444472	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	IFT88	intergenic	13:20613951	17:55424227	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	TEKT4P2	intergenic	21:9117872	13:23145480	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	TAPBP	PARP4;TPTE2P6	6:33300966	13:24483492	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	B3GLCT	intergenic	13:31247099	4:65313202	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AGTR1	RCBTB1	3:148728911	13:49533074	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	C13orf42	ABHD12;PYGB	13:51128538	20:25297829	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	MT-ND2	intergenic	MT:5153	13:55971744	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	TRIOBP	intergenic	22:37774005	13:58608734	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ATXN8OS	RPL14	13:70139429	3:40462031	FP	7	0	s0_LowEvidence	manta		1
Tembe_2014	SRR1659953	GPC5	EEF1D	13:92763437	8:143584708	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	DCT	7:145420339	13:94445689	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ARHGAP5	ARHGAP5	14:32117287	14:32090502	FP	3	3	Inner;s0_Local;s0_LowEvidence	manta		1
Tembe_2014	SRR1659953	intergenic	PYGL	3:104364604	14:50905380	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	CLEC2L;ERHP1	ERH	7:139534353	14:69387061	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AC008050.1	AC010260.1;SERINC5	14:76657494	5:80139614	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	GTF2A1	ANXA5	14:81176635	4:121669724	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	FRG1GP	AL356807.1	22:12615534	14:84051764	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	PSMC1	PSMC1P2	14:90263427	7:27461932	FP	3	0	s0_LowEvidence	manta		1
Tembe_2014	SRR1659953	AC024581.1;AC106798.1	DICER1	5:67858586	14:95087926	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	HSP90AA1	HSP90AA4P	14:102084798	4:189473806	FP	0	0	Imprecise;inNormal;lowSupport	manta		1
Tembe_2014	SRR1659953	KLC1;XRCC3	AC007402.1	14:103712112	2:52144017	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AL928654.2;MTA1	intergenic	14:105469766	9:99395781	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	LINC01060	GOLGA8B	4:188659132	15:34528077	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	FKRP;SLC1A5	INO80	19:46775062	15:41015094	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AC018512.1;SERF2	AC084368.1;SLC25A13	15:43793083	7:96306810	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	TBC1D16	SPG11	17:79937280	15:44647751	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AC104248.1	ARPP19	8:108929874	15:52548000	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	SNX1	CYLD	15:64140980	16:50761778	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	PPIB;SNX22	CELSR1	15:64156043	22:46379513	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	RBMX	TRIP4	X:136880597	15:64451945	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ARSA	AC022748.2;CHRNB4	22:50623930	15:78701642	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	CNOT1;SETD6	FANCI	16:58520250	15:89267529	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	FLNA	NR2F2	X:154348765	15:96332295	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	WDR90	DTNB	16:664176	2:25463775	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	RCN3	16:12613581	19:49542970	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	U91319.1	AC005523.2;FEM1A	16:13349203	19:4794936	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	IL11RA	intergenic	9:34661560	16:13862431	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	BFAR	2:46638064	16:14650182	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	MT-ND5	PRKCB	MT:13380	16:24017097	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	SLC25A1	16:35174381	22:19175890	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	SERPINE2	intergenic	2:223975682	16:35311973	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	WWOX	WWOX	16:78432752	16:79211608	FP	6	0	Inner;s0_LowEvidence	manta		1
Tembe_2014	SRR1659953	PIEZO1	intergenic	16:88716361	2:71853799	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AC005695.2;STX8	SRR;TSR1	17:9301648	17:2322671	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	RYK	ANKFY1;RYKP1	3:134195082	17:4222910	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AC026954.2;GPS2	GPS2P1	17:7314291	9:2876108	FP	0	0	Imprecise;inNormal;lowSupport	manta		1
Tembe_2014	SRR1659953	SENP3;SENP3-EIF4A1	LINC01322	17:7571837	3:165312926	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	SRSF6	AC005822.1	20:43461012	17:16616940	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	TMEM106B	C17orf51	7:12237132	17:21548943	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	TEKT4P2	CBX1	21:9117874	17:48098500	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	VMP1	STYXL1	17:59795800	7:76000954	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ERN1	AARS2;AL353588.1;TMEM151B	17:64048605	6:44299916	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ABHD12;PYGB	CD300H	20:25295670	17:74561268	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	PTMA	intergenic	2:231713108	17:76651458	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	GAA	intergenic	17:80119470	5:10824966	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	B3GNTL1	RYBP	17:82962796	3:72446621	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	TUBB8P12	TUBB7P	18:47582	4:189982665	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	LINC01990	AP001029.2;SPIRE1	3:107462293	18:12447283	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AP005212.4	intergenic	18:14252621	4:49560553	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	CYTH2	ZBTB7C	19:48481921	18:48109096	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	SERPINB7	TAPBP	18:63769099	6:33300672	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	SERPINB8	BST2	18:64014599	19:17405593	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AP3D1	SLC6A8	19:2101455	X:153696139	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	CHD7	AP3D1	8:60782265	19:2101459	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	MFSD12	SLC35F1	19:3538650	6:118187587	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	MFSD12	CPLX1	19:3538650	4:824385	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	AHSA2P;USP34	19:4243224	2:61189507	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ZBED4	DPP9	22:49879021	19:4675912	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	KANK2	4:11058648	19:11164745	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AC011446.1;NACC1	intergenic	19:13140393	9:33289250	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	BST2	5:51971451	19:17405592	FP	0	0	Imprecise;lowSupport	manta	Y:15823562->19:17405592	1
Tembe_2014	SRR1659953	UQCRFS1	ANOS1	19:29209167	X:8635826	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	FXYD5	6:35159239	19:35161260	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	HFE	intergenic	6:26096162	19:51430124	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	RPS9	intergenic	19:54205354	2:14734575	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	NOL10	NOL10	2:10686964	2:10684612	FP	7	0	Inner;s0_Local;s0_LowEvidence	manta		1
Tembe_2014	SRR1659953	UBXN2A	intergenic	2:24004217	X:9200210	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	CEBPZ;CEBPZOS	CNTLN	2:37204497	9:17282183	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	CDPF1	AC012358.2;CLHC1	22:46249252	2:55224280	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	LHFPL3;LHFPL3-AS1	intergenic	7:104769854	2:56822368	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AC007238.1;LINC01122	IK	2:58460677	5:140660115	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AC091887.1;LARS	AC016747.2;AC016747.4;C2orf74	5:146113337	2:61160433	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	SLC1A4	20:17911241	2:65022576	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ZFPM2;ZFPM2-AS1	SPRED2	8:105796274	2:65367995	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	TMSB10;TRABD2A	SCML2;TMSB10P2	2:84906117	X:18341312	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AL158055.1	KCMF1	X:51420261	2:85043564	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	GNPDA1	RETSAT	5:142001634	2:85348065	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	PDLIM1P4;ST3GAL6	2:88139754	3:98782917	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ITGB5	KCNIP3	3:124762691	2:95319940	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ZNF595	intergenic	4:68824	22:11813761	FP	104	8	PASS	manta	4:68824->22:12178326,4:68810->2:116375991	1
Tembe_2014	SRR1659953	intergenic	IK	2:147561431	5:140660115	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	RPL14	intergenic	3:40462061	2:176233686	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AL035658.1;EP300;EP300-AS1	intergenic	22:41179911	2:193238570	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AC009226.1	KIAA2026;MLANA	2:207246145	9:5909263	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	SEC14L6;SIRPAP1	SIRPA	22:30543035	20:1921425	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	FRG1BP	PAK5	20:30388578	20:9577926	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	XRN2	LINC01492	20:21389696	9:103153723	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	ABHD12;PYGB	intergenic	20:25297836	5:139769627	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	OSER1	intergenic	20:44202961	6:52224595	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	UBXN7	STK4	3:196350595	20:45071244	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	SNX21	AGPAT4	20:45840343	6:161183131	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	SLC35C2	intergenic	20:46356977	8:115874578	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AL049697.1;SLC35A1	AL109930.1;AL354993.1;TSHZ2	6:87507828	20:53405105	FP	6	2	PASS	manta		1
Tembe_2014	SRR1659953	GNAS	intergenic	20:58895684	3:138880632	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	FP671120.1	21:8258531	21:8214176	FP	0	12	Imprecise	manta	21:8445479->21:8218051	1
Tembe_2014	SRR1659953	FP236383.1	FP671120.1	21:8401977	21:8218802	FP	6	10	s0_LowEvidence	manta		1
Tembe_2014	SRR1659953	TULP4	TEKT4P2	6:158486955	21:9121087	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	AC004160.1	CR381653.1	7:11286680	21:9367458	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	C21orf91;C21orf91-OT1	MKLN1	21:17789264	7:131258604	FP	0	0	Imprecise;lowSupport	manta		1
Tembe_2014	SRR1659953	intergenic	MARCKS	21:26235616	6:113861015	FP	0	0	Imprecise;lowSupport	manta		1
