sample_ID	r_length	split_r	spanning_r	genes_ID1	genes_1	genes_ID2	genes_2	chr1	breakpoint1	chr2	breakpoint2
SRR7646942_sim_200_40_merged	125	200	40	ENSG00000179889	PDXDC1	ENSG00000206596	RNU1-27P	16	15035449	14	34546877
SRR7646942_sim_200_40_merged	125	200	40	ENSG00000131475	VPS25	ENSG00000141030	COPS3	17	42775381	17	17276183
SRR7646942_sim_200_40_merged	125	200	40	ENSG00000079337	RAPGEF3	ENSG00000069702	TGFBR3	12	47751916	1	91906335
SRR7646942_sim_200_40_merged	125	200	40	ENSG00000068796	KIF2A	ENSG00000164050	PLXNB1	5	62357691	3	48422947
SRR7646942_sim_200_40_merged	125	200	40	ENSG00000267261	AC099811.2	ENSG00000164418	GRIK2	17	42128649	6	101622116
SRR7646942_sim_200_40_merged	125	200	40	ENSG00000169554	ZEB2	ENSG00000133606	MKRN1	2	144462183	7	140472011
SRR7646942_sim_200_40_merged	125	200	40	ENSG00000219665	ZNF433-AS1	ENSG00000179766	ATP8B5P	19	12018172	9	35473771
SRR7646885_sim_1_0_merged	125	1	0	ENSG00000265660	MIR4664	ENSG00000103222	ABCC1	8	143733083	16	16106873
SRR7646885_sim_1_0_merged	125	1	0	ENSG00000181191	PJA1	ENSG00000162004	CCDC78	X	69162326	16	726085
SRR7646885_sim_1_0_merged	125	1	0	ENSG00000131051	RBM39	ENSG00000178773	CPNE7	20	35738968	16	89587102
SRR7646885_sim_1_0_merged	125	1	0	ENSG00000134222	PSRC1	ENSG00000108469	RECQL5	1	109280777	17	75661708
SRR7646885_sim_1_0_merged	125	1	0	ENSG00000126777	KTN1	ENSG00000166573	GALR1	14	55659666	18	77256217
SRR7646885_sim_1_0_merged	125	1	0	ENSG00000175061	SNHG29	ENSG00000144535	DIS3L2	17	16441368	2	232249346
SRR7646885_sim_1_0_merged	125	1	0	ENSG00000006025	OSBPL7	ENSG00000049618	ARID1B	17	47818269	6	157174117
SRR7646885_sim_1_0_merged	125	1	0	ENSG00000120647	CCDC77	ENSG00000127948	POR	12	409368	7	75985207
SRR7646885_sim_1_0_merged	125	1	0	ENSG00000141480	ARRB2	ENSG00000254432	AC113143.1	17	4710724	8	60809606
SRR7646885_sim_1_0_merged	125	1	0	ENSG00000250741	NT5C1B-RDH14	ENSG00000160323	ADAMTS13	2	18589439	9	133433704
SRR7646885_sim_3_1_merged	125	3	1	ENSG00000168952	STXBP6	ENSG00000152556	PFKM	14	24974665	12	48145315
SRR7646885_sim_3_1_merged	125	3	1	ENSG00000011304	PTBP1	ENSG00000155957	TMBIM4	19	810694	12	66169353
SRR7646885_sim_3_1_merged	125	3	1	ENSG00000135407	AVIL	ENSG00000151849	CENPJ	12	57810349	13	24883369
SRR7646885_sim_3_1_merged	125	3	1	ENSG00000143776	CDC42BPA	ENSG00000185033	SEMA4B	1	227080893	15	90217786
SRR7646885_sim_3_1_merged	125	3	1	ENSG00000215252	GOLGA8B	ENSG00000122218	COPA	15	34531269	1	160295859
SRR7646885_sim_3_1_merged	125	3	1	ENSG00000256950	AC069503.2	ENSG00000138075	ABCG5	12	121921286	2	43820100
SRR7646885_sim_3_1_merged	125	3	1	ENSG00000127080	IPPK	ENSG00000114956	DGUOK	9	92635158	2	73946906
SRR7646885_sim_3_1_merged	125	3	1	ENSG00000054523	KIF1B	ENSG00000168658	VWA3B	1	10210805	2	98162976
SRR7646885_sim_3_1_merged	125	3	1	ENSG00000169744	LDB2	ENSG00000096060	FKBP5	4	16759158	6	35637158
SRR7646885_sim_3_1_merged	125	3	1	ENSG00000223286		ENSG00000127948	POR	6	154881282	7	75983856
SRR7646885_sim_5_1_merged	125	5	1	ENSG00000078403	MLLT10	ENSG00000137776	SLTM	10	21651673	15	58932443
SRR7646885_sim_5_1_merged	125	5	1	ENSG00000053747	LAMA3	ENSG00000196408	NOXO1	18	23933782	16	1981019
SRR7646885_sim_5_1_merged	125	5	1	ENSG00000136141	LRCH1	ENSG00000251537	AC005324.3	13	46687852	17	15613742
SRR7646885_sim_5_1_merged	125	5	1	ENSG00000198216	CACNA1E	ENSG00000108107	RPL28	1	181577766	19	55386438
SRR7646885_sim_5_1_merged	125	5	1	ENSG00000110844	PRPF40B	ENSG00000152042		12	49644100	1	148115998
SRR7646885_sim_5_1_merged	125	5	1	ENSG00000166664	CHRFAM7A	ENSG00000159176	CSRP1	15	30371098	1	201484789
SRR7646885_sim_5_1_merged	125	5	1	ENSG00000138182	KIF20B	ENSG00000149451	ADAM33	10	89725020	20	3669000
SRR7646885_sim_5_1_merged	125	5	1	ENSG00000105821	DNAJC2	ENSG00000137171	KLC4	7	103326543	6	43071374
SRR7646885_sim_5_1_merged	125	5	1	ENSG00000007047	MARK4	ENSG00000179603	GRM8	19	45264840	7	127084789
SRR7646885_sim_5_1_merged	125	5	1	ENSG00000103184	SEC14L5	ENSG00000001631	KRIT1	16	4996348	7	92234923
SRR7646885_sim_7_1_merged	125	7	1	ENSG00000158773	USF1	ENSG00000148737	TCF7L2	1	161039920	10	113146097
SRR7646885_sim_7_1_merged	125	7	1	ENSG00000105287	PRKD2	ENSG00000198707	CEP290	19	46710907	12	88077918
SRR7646885_sim_7_1_merged	125	7	1	ENSG00000147642	SYBU	ENSG00000133961	NUMB	8	109579799	14	73410068
SRR7646885_sim_7_1_merged	125	7	1	ENSG00000132768	DPH2	ENSG00000165959	CLMN	1	43970966	14	95194395
SRR7646885_sim_7_1_merged	125	7	1	ENSG00000168488	ATXN2L	ENSG00000135709	KIAA0513	16	28825770	16	85082593
SRR7646885_sim_7_1_merged	125	7	1	ENSG00000149311	ATM	ENSG00000149639	SOGA1	11	108288977	20	36796952
SRR7646885_sim_7_1_merged	125	7	1	ENSG00000234437		ENSG00000115685	PPP1R7	1	169460253	2	241169867
SRR7646885_sim_7_1_merged	125	7	1	ENSG00000119414	PPP6C	ENSG00000145781	COMMD10	9	125158241	5	116134178
SRR7646885_sim_7_1_merged	125	7	1	ENSG00000100462	PRMT5	ENSG00000246366	LACTB2-AS1	14	22923051	8	70652752
SRR7646885_sim_7_1_merged	125	7	1	ENSG00000100664	EIF5	ENSG00000198022	SAGE2P	14	103335653	X	135674897
SRR7646885_sim_10_2_merged	125	10	2	ENSG00000239713	APOBEC3G	ENSG00000100968	NFATC4	22	39080635	14	24376101
SRR7646885_sim_10_2_merged	125	10	2	ENSG00000101972	STAG2	ENSG00000180329	CCDC43	X	124062902	17	44679043
SRR7646885_sim_10_2_merged	125	10	2	ENSG00000113100	CDH9	ENSG00000153339	TRAPPC8	5	26885614	18	31907610
SRR7646885_sim_10_2_merged	125	10	2	ENSG00000161638	ITGA5	ENSG00000131781	FMO5	12	54407832	1	147212535
SRR7646885_sim_10_2_merged	125	10	2	ENSG00000075651	PLD1	ENSG00000100038	TOP3B	3	171733444	22	21965375
SRR7646885_sim_10_2_merged	125	10	2	ENSG00000152582	SPEF2	ENSG00000163491	NEK10	5	35692570	3	27295690
SRR7646885_sim_10_2_merged	125	10	2	ENSG00000163349	HIPK1	ENSG00000005483	KMT2E	1	113940382	7	105105693
SRR7646885_sim_10_2_merged	125	10	2	ENSG00000123358	NR4A1	ENSG00000128578	STRIP2	12	52022832	7	129460372
SRR7646885_sim_10_2_merged	125	10	2	ENSG00000205076	LGALS7	ENSG00000106462	EZH2	19	38771829	7	148815546
SRR7646885_sim_10_2_merged	125	10	2	ENSG00000130638	ATXN10	ENSG00000233247	AC002524.1	22	45692996	X	14244928
SRR7646885_sim_12_2_merged	125	12	2	ENSG00000093167	LRRFIP2	ENSG00000255893	AP000786.1	3	37075024	11	94473461
SRR7646885_sim_12_2_merged	125	12	2	ENSG00000196091	MYBPC1	ENSG00000153233	PTPRR	12	101661158	12	70662605
SRR7646885_sim_12_2_merged	125	12	2	ENSG00000166579	NDEL1	ENSG00000198208	RPS6KL1	17	8436651	14	74907124
SRR7646885_sim_12_2_merged	125	12	2	ENSG00000109576	AADAT	ENSG00000184716	SERINC4	4	170078509	15	43795213
SRR7646885_sim_12_2_merged	125	12	2	ENSG00000075711	DLG1	ENSG00000187098	MITF	3	197119410	3	69937835
SRR7646885_sim_12_2_merged	125	12	2	ENSG00000108100	CCNY	ENSG00000043143	JADE2	10	35553019	5	134559990
SRR7646885_sim_12_2_merged	125	12	2	ENSG00000143624	INTS3	ENSG00000164308	ERAP2	1	153754642	5	96909117
SRR7646885_sim_12_2_merged	125	12	2	ENSG00000164171	ITGA2	ENSG00000146426	TIAM2	5	53071938	6	154863898
SRR7646885_sim_12_2_merged	125	12	2	ENSG00000099904	ZDHHC8	ENSG00000226707	AL359458.1	22	20141217	6	49823830
SRR7646885_sim_12_2_merged	125	12	2	ENSG00000133665	DYDC2	ENSG00000147459	DOCK5	10	80366688	8	25268885
SRR7646885_sim_13_3_merged	125	13	3	ENSG00000219703	RAP1BP3	ENSG00000110911	SLC11A2	6	117431591	12	51005436
SRR7646885_sim_13_3_merged	125	13	3	ENSG00000115884	SDC1	ENSG00000173262	SLC2A14	2	20205343	12	7828866
SRR7646885_sim_13_3_merged	125	13	3	ENSG00000100462	PRMT5	ENSG00000100897	DCAF11	14	22924632	14	24115749
SRR7646885_sim_13_3_merged	125	13	3	ENSG00000238243	OR2W3	ENSG00000182473	EXOC7	1	247875900	17	76088923
SRR7646885_sim_13_3_merged	125	13	3	ENSG00000187720	THSD4	ENSG00000154864	PIEZO2	15	71777232	18	10759583
SRR7646885_sim_13_3_merged	125	13	3	ENSG00000159873	CCDC117	ENSG00000074657	ZNF532	22	28773725	18	58934614
SRR7646885_sim_13_3_merged	125	13	3	ENSG00000146463	ZMYM4	ENSG00000163017	ACTG2	1	35413972	2	73908783
SRR7646885_sim_13_3_merged	125	13	3	ENSG00000183765	CHEK2	ENSG00000206384	COL6A6	22	28703505	3	130560428
SRR7646885_sim_13_3_merged	125	13	3	ENSG00000115221	ITGB6	ENSG00000171495	MROH2B	2	160141982	5	41000351
SRR7646885_sim_13_3_merged	125	13	3	ENSG00000238057	ZEB2-AS1	ENSG00000106665	CLIP2	2	144520215	7	74376822
SRR7646885_sim_15_3_merged	125	15	3	ENSG00000160305	DIP2A	ENSG00000139620	KANSL2	21	46496988	12	48662654
SRR7646885_sim_15_3_merged	125	15	3	ENSG00000087470	DNM1L	ENSG00000170779	CDCA4	12	32713209	14	105021148
SRR7646885_sim_15_3_merged	125	15	3	ENSG00000012048	BRCA1	ENSG00000156958	GALK2	17	43104868	15	49292537
SRR7646885_sim_15_3_merged	125	15	3	ENSG00000127507	ADGRE2	ENSG00000141140		19	14746896	17	36514548
SRR7646885_sim_15_3_merged	125	15	3	ENSG00000082269	FAM135A	ENSG00000109065	NAT9	6	70480901	17	74775707
SRR7646885_sim_15_3_merged	125	15	3	ENSG00000143434	SEMA6C	ENSG00000159423	ALDH4A1	1	151138630	1	18872957
SRR7646885_sim_15_3_merged	125	15	3	ENSG00000136381	IREB2	ENSG00000169224	GCSAML	15	78438176	1	247518608
SRR7646885_sim_15_3_merged	125	15	3	ENSG00000130772	MED18	ENSG00000223912	EEF1A1P36	1	28335794	6	132273332
SRR7646885_sim_15_3_merged	125	15	3	ENSG00000166548	TK2	ENSG00000226102	SEPTIN7P3	16	66510746	7	35966526
SRR7646885_sim_15_3_merged	125	15	3	ENSG00000143801	PSEN2	ENSG00000168615	ADAM9	1	226875365	8	39018918
SRR7646885_sim_20_4_merged	125	20	4	ENSG00000226167	AP4B1-AS1	ENSG00000186469	GNG2	1	113897868	14	51967040
SRR7646885_sim_20_4_merged	125	20	4	ENSG00000158220	ESYT3	ENSG00000260737	LINC01227	3	138474221	16	80568113
SRR7646885_sim_20_4_merged	125	20	4	ENSG00000235770	LINC00607	ENSG00000064607	SUGP2	2	215843326	19	19019229
SRR7646885_sim_20_4_merged	125	20	4	ENSG00000132635	PCED1A	ENSG00000186272	ZNF17	20	2840866	19	57418038
SRR7646885_sim_20_4_merged	125	20	4	ENSG00000214711	CAPN14	ENSG00000087903	RFX2	2	31233791	19	6040241
SRR7646885_sim_20_4_merged	125	20	4	ENSG00000185621	LMLN	ENSG00000204138	PHACTR4	3	197996175	1	28465849
SRR7646885_sim_20_4_merged	125	20	4	ENSG00000169740	ZNF32	ENSG00000215386	MIR99AHG	10	43648585	21	16607118
SRR7646885_sim_20_4_merged	125	20	4	ENSG00000242686	AC107464.1	ENSG00000146856	AGBL3	4	652850	7	135034928
SRR7646885_sim_20_4_merged	125	20	4	ENSG00000145901	TNIP1	ENSG00000079112	CDH17	5	151049824	8	94146167
SRR7646885_sim_20_4_merged	125	20	4	ENSG00000186648	CARMIL3	ENSG00000046653	GPM6B	14	24057215	X	13779989
SRR7646885_sim_100_20_merged	125	100	20	ENSG00000253503	AC060765.1	ENSG00000138131	LOXL4	8	82514568	10	98251702
SRR7646885_sim_100_20_merged	125	100	20	ENSG00000141293	SKAP1	ENSG00000165406	MARCHF8	17	48345905	10	45489417
SRR7646885_sim_100_20_merged	125	100	20	ENSG00000183569	SERHL2	ENSG00000183765	CHEK2	22	42553935	22	28719485
SRR7646885_sim_100_20_merged	125	100	20	ENSG00000006283	CACNA1G	ENSG00000188674	C2orf80	17	50569706	2	208190024
SRR7646885_sim_100_20_merged	125	100	20	ENSG00000087995	METTL2A	ENSG00000115204	MPV17	17	62423867	2	27313154
SRR7646885_sim_100_20_merged	125	100	20	ENSG00000143801	PSEN2	ENSG00000184203	PPP1R2	1	226888829	3	195529901
SRR7646885_sim_100_20_merged	125	100	20	ENSG00000179021	C3orf38	ENSG00000168214	RBPJ	3	88150604	4	26415640
SRR7646885_sim_100_20_merged	125	100	20	ENSG00000266988	AC021517.1	ENSG00000128563	PRKRIP1	18	45483345	7	102404683
SRR7646885_sim_100_20_merged	125	100	20	ENSG00000107938	EDRF1	ENSG00000164830	OXR1	10	125749412	8	106684359
SRR7646885_sim_100_20_merged	125	100	20	ENSG00000103740	ACSBG1	ENSG00000097007	ABL1	15	78173593	9	130855096
SRR7646885_sim_200_40_merged	125	200	40	ENSG00000139436	GIT2	ENSG00000263369	AC090616.1	12	109938809	17	32114122
SRR7646885_sim_200_40_merged	125	200	40	ENSG00000031823	RANBP3	ENSG00000121753	ADGRB2	19	5917794	1	31728081
SRR7646885_sim_200_40_merged	125	200	40	ENSG00000170325	PRDM10	ENSG00000101251	SEL1L2	11	129932102	20	13850319
SRR7646885_sim_200_40_merged	125	200	40	ENSG00000162825	NBPF20	ENSG00000145362	ANK2	1	145305178	4	113264995
SRR7646885_sim_200_40_merged	125	200	40	ENSG00000111679	PTPN6	ENSG00000146809	ASB15	12	6954805	7	123617737
SRR7646885_sim_200_40_merged	125	200	40	ENSG00000125170	DOK4	ENSG00000266502	MIR5681A	16	57475100	8	74548617
SRR7646885_sim_200_40_merged	125	200	40	ENSG00000196912	ANKRD36B	ENSG00000130713	EXOSC2	2	97538335	9	130698251
SRR7646885_sim_200_40_merged	125	200	40	ENSG00000130592	LSP1	ENSG00000204790	AL163540.1	11	1880087	9	41132357
SRR7646885_sim_200_40_merged	125	200	40	ENSG00000090565	RAB11FIP3	ENSG00000068400	GRIPAP1	16	488942	X	48999398
SRR7646885_sim_200_40_merged	125	200	40	ENSG00000196352	CD55	ENSG00000082458	DLG3	1	207324559	X	70500989
SRR7646919_sim_1_0_merged	125	1	0	ENSG00000147382		ENSG00000089041	P2RX7	X	153594547	12	121180455
SRR7646919_sim_1_0_merged	125	1	0	ENSG00000127334	DYRK2	ENSG00000259345	AC013652.1	12	67648721	15	39071608
SRR7646919_sim_1_0_merged	125	1	0	ENSG00000184708	EIF4ENIF1	ENSG00000175061	SNHG29	22	31471844	17	16440253
SRR7646919_sim_1_0_merged	125	1	0	ENSG00000088387	DOCK9	ENSG00000141068	KSR1	13	98902972	17	27601401
SRR7646919_sim_1_0_merged	125	1	0	ENSG00000102547	CAB39L	ENSG00000007341	ST7L	13	49433318	1	112582472
SRR7646919_sim_1_0_merged	125	1	0	ENSG00000251396	LINC01301	ENSG00000241469	LINC00635	8	60413010	3	107867425
SRR7646919_sim_1_0_merged	125	1	0	ENSG00000204455	TRIM51BP	ENSG00000128512	DOCK4	11	89855647	7	111735167
SRR7646919_sim_1_0_merged	125	1	0	ENSG00000132535	DLG4	ENSG00000002746	HECW1	17	7203474	7	43360980
SRR7646919_sim_1_0_merged	125	1	0	ENSG00000267150	AC006557.1	ENSG00000107021	TBC1D13	18	14089935	9	128788407
SRR7646919_sim_1_0_merged	125	1	0	ENSG00000159842	ABR	ENSG00000249467	H2AL1QP	17	1079330	X	36720221
SRR7646919_sim_3_1_merged	125	3	1	ENSG00000228956	SATB1-AS1	ENSG00000196914	ARHGEF12	3	18534687	11	120478389
SRR7646919_sim_3_1_merged	125	3	1	ENSG00000156853	ZNF689	ENSG00000102882	MAPK3	16	30609525	16	30116867
SRR7646919_sim_3_1_merged	125	3	1	ENSG00000182732	RGS6	ENSG00000125414	MYH2	14	72540045	17	10544016
SRR7646919_sim_3_1_merged	125	3	1	ENSG00000258838		ENSG00000160994	CCDC105	10	49530720	19	15023269
SRR7646919_sim_3_1_merged	125	3	1	ENSG00000125746	EML2	ENSG00000234465	PINLYP	19	45626705	19	43580669
SRR7646919_sim_3_1_merged	125	3	1	ENSG00000161800	RACGAP1	ENSG00000125779	PANK2	12	49989164	20	3917050
SRR7646919_sim_3_1_merged	125	3	1	ENSG00000101452	DHX35	ENSG00000118855	MFSD1	20	38992356	3	158805474
SRR7646919_sim_3_1_merged	125	3	1	ENSG00000168389	MFSD2A	ENSG00000147642	SYBU	1	39965211	8	109586162
SRR7646919_sim_3_1_merged	125	3	1	ENSG00000100629	CEP128	ENSG00000070601	FRMPD1	14	80831143	9	37741316
SRR7646919_sim_3_1_merged	125	3	1	ENSG00000104549	SQLE	ENSG00000232749	AL162726.4	8	125018059	9	82453458
SRR7646919_sim_5_1_merged	125	5	1	ENSG00000116748	AMPD1	ENSG00000065328	MCM10	1	114679579	10	13164209
SRR7646919_sim_5_1_merged	125	5	1	ENSG00000130822	PNCK	ENSG00000254469	AP002495.1	X	153673780	11	71923475
SRR7646919_sim_5_1_merged	125	5	1	ENSG00000130313	PGLS	ENSG00000086991	NOX4	19	17511629	11	89326876
SRR7646919_sim_5_1_merged	125	5	1	ENSG00000080603	SRCAP	ENSG00000103494	RPGRIP1L	16	30709851	16	53656589
SRR7646919_sim_5_1_merged	125	5	1	ENSG00000198920	KIAA0753	ENSG00000131051	RBM39	17	6599237	20	35724722
SRR7646919_sim_5_1_merged	125	5	1	ENSG00000063438	AHRR	ENSG00000249419	AC023136.1	5	304176	4	162043311
SRR7646919_sim_5_1_merged	125	5	1	ENSG00000243772	KIR2DL3	ENSG00000137200	CMTR1	19	54741980	6	37479195
SRR7646919_sim_5_1_merged	125	5	1	ENSG00000187049	TMEM216	ENSG00000106034	CPED1	11	61397774	7	121046993
SRR7646919_sim_5_1_merged	125	5	1	ENSG00000141556	TBCD	ENSG00000153790	C7orf31	17	82884145	7	25180048
SRR7646919_sim_5_1_merged	125	5	1	ENSG00000117054	ACADM	ENSG00000099721	AMELY	1	75745806	Y	6866078
SRR7646919_sim_7_1_merged	125	7	1	ENSG00000100949	RABGGTA	ENSG00000197748	CFAP43	14	24267866	10	104142315
SRR7646919_sim_7_1_merged	125	7	1	ENSG00000129946	SHC2	ENSG00000172803	SNX32	19	436630	11	65849582
SRR7646919_sim_7_1_merged	125	7	1	ENSG00000135916	ITM2C	ENSG00000084453	SLCO1A2	2	230877400	12	21306988
SRR7646919_sim_7_1_merged	125	7	1	ENSG00000146192	FGD2	ENSG00000140263	SORD	6	37014892	15	45069052
SRR7646919_sim_7_1_merged	125	7	1	ENSG00000127603	MACF1	ENSG00000173482	PTPRM	1	39361360	18	7955414
SRR7646919_sim_7_1_merged	125	7	1	ENSG00000204414	CSHL1	ENSG00000088305	DNMT3B	17	63910162	20	32786627
SRR7646919_sim_7_1_merged	125	7	1	ENSG00000154162	CDH12	ENSG00000163162	RNF149	5	21854671	2	101294662
SRR7646919_sim_7_1_merged	125	7	1	ENSG00000088756	ARHGAP28	ENSG00000168309	FAM107A	18	6873409	3	58569865
SRR7646919_sim_7_1_merged	125	7	1	ENSG00000109436	TBC1D9	ENSG00000204386	NEU1	4	140624116	6	31861450
SRR7646919_sim_7_1_merged	125	7	1	ENSG00000170776	AKAP13	ENSG00000067842	ATP2B3	15	85719076	X	153565103
SRR7646919_sim_10_2_merged	125	10	2	ENSG00000196912	ANKRD36B	ENSG00000111011	RSRC2	2	97555226	12	122522299
SRR7646919_sim_10_2_merged	125	10	2	ENSG00000128487	SPECC1	ENSG00000273018	FAM106A	17	20231758	17	18551554
SRR7646919_sim_10_2_merged	125	10	2	ENSG00000159592	GPBP1L1	ENSG00000129673	AANAT	1	45633489	17	76459366
SRR7646919_sim_10_2_merged	125	10	2	ENSG00000235501	AC105942.1	ENSG00000141524	TMC6	1	94961325	17	78122749
SRR7646919_sim_10_2_merged	125	10	2	ENSG00000174021	GNG5	ENSG00000161249	DMKN	1	84498329	19	35505765
SRR7646919_sim_10_2_merged	125	10	2	ENSG00000197119	SLC25A29	ENSG00000142910	TINAGL1	14	100306199	1	31586442
SRR7646919_sim_10_2_merged	125	10	2	ENSG00000136279	DBNL	ENSG00000010017	RANBP9	7	44060048	6	13632755
SRR7646919_sim_10_2_merged	125	10	2	ENSG00000112796	ENPP5	ENSG00000164304	CAGE1	6	46167434	6	7374131
SRR7646919_sim_10_2_merged	125	10	2	ENSG00000110171	TRIM3	ENSG00000049540	ELN	11	6474102	7	74043034
SRR7646919_sim_10_2_merged	125	10	2	ENSG00000110274	CEP164	ENSG00000148341	SH3GLB2	11	117392226	9	129022423
SRR7646919_sim_12_2_merged	125	12	2	ENSG00000036257	CUL3	ENSG00000173653	RCE1	2	224505749	11	66844364
SRR7646919_sim_12_2_merged	125	12	2	ENSG00000162694	EXTL2	ENSG00000166783	MARF1	1	100876794	16	15624927
SRR7646919_sim_12_2_merged	125	12	2	ENSG00000141027	NCOR1	ENSG00000031823	RANBP3	17	16039433	19	5951596
SRR7646919_sim_12_2_merged	125	12	2	ENSG00000178591	DEFB125	ENSG00000207144	RNU6-1297P	20	96005	1	155419500
SRR7646919_sim_12_2_merged	125	12	2	ENSG00000126091	ST3GAL3	ENSG00000183765	CHEK2	1	43838219	22	28741802
SRR7646919_sim_12_2_merged	125	12	2	ENSG00000267392	CYP4F9P	ENSG00000170448	NFXL1	19	15998892	4	47898857
SRR7646919_sim_12_2_merged	125	12	2	ENSG00000139613	SMARCC2	ENSG00000138772	ANXA3	12	56172585	4	78551859
SRR7646919_sim_12_2_merged	125	12	2	ENSG00000198947	DMD	ENSG00000127022	CANX	X	31134102	5	179705852
SRR7646919_sim_12_2_merged	125	12	2	ENSG00000070882	OSBPL3	ENSG00000145979	TBC1D7	7	24852504	6	13328130
SRR7646919_sim_12_2_merged	125	12	2	ENSG00000126337	KRT36	ENSG00000170791	CHCHD7	17	41486136	8	56211837
SRR7646919_sim_13_3_merged	125	13	3	ENSG00000137573	SULF1	ENSG00000025434	NR1H3	8	69638735	11	47260675
SRR7646919_sim_13_3_merged	125	13	3	ENSG00000164327	RICTOR	ENSG00000129493	HEATR5A	5	38996819	14	31308020
SRR7646919_sim_13_3_merged	125	13	3	ENSG00000198898	CAPZA2	ENSG00000224712	NPIPA3	7	116898772	16	14724523
SRR7646919_sim_13_3_merged	125	13	3	ENSG00000068885	IFT80	ENSG00000187008		3	160366093	16	71950017
SRR7646919_sim_13_3_merged	125	13	3	ENSG00000168824	NSG1	ENSG00000140995	DEF8	4	4418784	16	89957660
SRR7646919_sim_13_3_merged	125	13	3	ENSG00000262179	MYMX	ENSG00000100336	APOL4	6	44216962	22	36199376
SRR7646919_sim_13_3_merged	125	13	3	ENSG00000128655	PDE11A	ENSG00000175193	PARL	2	177697332	3	183842384
SRR7646919_sim_13_3_merged	125	13	3	ENSG00000173166	RAPH1	ENSG00000169045	HNRNPH1	2	203457530	5	179617649
SRR7646919_sim_13_3_merged	125	13	3	ENSG00000188690	UROS	ENSG00000175003	SLC22A1	10	125823029	6	160136650
SRR7646919_sim_13_3_merged	125	13	3	ENSG00000005189	REXO5	ENSG00000106682	EIF4H	16	20806617	7	74189918
SRR7646919_sim_15_3_merged	125	15	3	ENSG00000115289	PCGF1	ENSG00000244393		2	74507042	10	49941992
SRR7646919_sim_15_3_merged	125	15	3	ENSG00000115234	SNX17	ENSG00000156042	CFAP70	2	27374085	10	73348521
SRR7646919_sim_15_3_merged	125	15	3	ENSG00000101958	GLRA2	ENSG00000080815	PSEN1	X	14581183	14	73173707
SRR7646919_sim_15_3_merged	125	15	3	ENSG00000241243	RN7SL629P	ENSG00000196547	MAN2A2	5	87294191	15	90919698
SRR7646919_sim_15_3_merged	125	15	3	ENSG00000069943	PIGB	ENSG00000164002	EXO5	15	55318960	1	40514846
SRR7646919_sim_15_3_merged	125	15	3	ENSG00000166004	CEP295	ENSG00000101290	CDS2	11	93675571	20	5173659
SRR7646919_sim_15_3_merged	125	15	3	ENSG00000126970	ZC4H2	ENSG00000163029	SMC6	X	64920081	2	17707379
SRR7646919_sim_15_3_merged	125	15	3	ENSG00000196236	XPNPEP3	ENSG00000138246	DNAJC13	22	40914239	3	132502468
SRR7646919_sim_15_3_merged	125	15	3	ENSG00000099957	P2RX6	ENSG00000246526	LINC002481	22	21026011	4	6690519
SRR7646919_sim_15_3_merged	125	15	3	ENSG00000067141	NEO1	ENSG00000203690	TCP10	15	73278131	6	167376704
SRR7646919_sim_20_4_merged	125	20	4	ENSG00000154118	JPH3	ENSG00000095794	CREM	16	87696580	10	35179276
SRR7646919_sim_20_4_merged	125	20	4	ENSG00000172270	BSG	ENSG00000183675		19	581315	10	50006784
SRR7646919_sim_20_4_merged	125	20	4	ENSG00000128833	MYO5C	ENSG00000181827	RFX7	15	52245956	15	56142900
SRR7646919_sim_20_4_merged	125	20	4	ENSG00000108264		ENSG00000103174	NAGPA	17	34124843	16	5027893
SRR7646919_sim_20_4_merged	125	20	4	ENSG00000267455	AP005137.1	ENSG00000157368	IL34	18	11811388	16	70654671
SRR7646919_sim_20_4_merged	125	20	4	ENSG00000132170	PPARG	ENSG00000141338	ABCA8	3	12312388	17	68942039
SRR7646919_sim_20_4_merged	125	20	4	ENSG00000071894	CPSF1	ENSG00000142937	RPS8	8	144395435	1	44778129
SRR7646919_sim_20_4_merged	125	20	4	ENSG00000260280	SLX1B-SULT1A4	ENSG00000091436	MAP3K20	16	29464463	2	173209835
SRR7646919_sim_20_4_merged	125	20	4	ENSG00000133962	CATSPERB	ENSG00000109445	ZNF330	14	91729401	4	141221108
SRR7646919_sim_20_4_merged	125	20	4	ENSG00000174111		ENSG00000197448	GSTK1	17	34907942	7	143265092
SRR7646919_sim_100_20_merged	125	100	20	ENSG00000172943	PHF8	ENSG00000183675		X	54011122	10	49979450
SRR7646919_sim_100_20_merged	125	100	20	ENSG00000176593	AC008969.1	ENSG00000092020	PPP2R3C	19	58009331	14	35122014
SRR7646919_sim_100_20_merged	125	100	20	ENSG00000161996	WDR90	ENSG00000168781	PPIP5K1	16	661891	15	43581388
SRR7646919_sim_100_20_merged	125	100	20	ENSG00000188739	RBM34	ENSG00000268051	AC008395.1	1	235137877	19	37964790
SRR7646919_sim_100_20_merged	125	100	20	ENSG00000232006	AC005537.2	ENSG00000163092	XIRP2	7	43059095	2	167239965
SRR7646919_sim_100_20_merged	125	100	20	ENSG00000183077	AFMID	ENSG00000151726	ACSL1	17	78202721	4	184788731
SRR7646919_sim_100_20_merged	125	100	20	ENSG00000174004	NRROS	ENSG00000204338	CYP21A1P	3	196639757	6	32008036
